2024-02-13 18:03:08 | mitigator | INFO | Starting mitigator
2024-03-30 16:58:14 | mitigator | INFO | Processing file: suspicious_IoT-Test_20240328133918.csv
2024-03-30 16:58:14 | mitigator | INFO | Detection period from 2024-03-29 05:52:10.732903936 to 2024-03-29 05:57:14.051920896
2024-03-30 16:58:14 | mitigator | WARNING | Potential intrusion, DoS:2567  
2024-03-30 16:58:14 | mitigator | WARNING | Potential intrusion, DDoS:682  
2024-03-30 16:58:14 | mitigator | INFO | Detection Simple Summary as follow, from 2024-03-29 05:52:10.732903936 to 2024-03-29 05:57:14.051920896, device IoT-Test experienced potential instrusion of DoS:2567  DDoS:682  
2024-03-30 16:58:14 | mitigator | INFO | Writing to template and notify admins.
2024-03-30 16:58:14 | mitigator | ERROR | No notify setting found for IoT-Test 
2024-03-30 16:59:26 | mitigator | INFO | Starting mitigator
2024-03-30 16:59:26 | mitigator | INFO | Processing file: suspicious_IoT-Test_20240328133918.csv
2024-03-30 16:59:26 | mitigator | INFO | Detection period from 2024-03-29 05:52:10.732903936 to 2024-03-29 05:57:14.051920896
2024-03-30 16:59:26 | mitigator | WARNING | Potential intrusion, DoS:2567  
2024-03-30 16:59:26 | mitigator | WARNING | Potential intrusion, DDoS:682  
2024-03-30 16:59:26 | mitigator | INFO | Detection Simple Summary as follow, from 2024-03-29 05:52:10.732903936 to 2024-03-29 05:57:14.051920896, device IoT-Test experienced potential instrusion of DoS:2567  DDoS:682  
2024-03-30 16:59:26 | mitigator | INFO | Writing to template and notify admins.
2024-03-30 16:59:26 | mitigator | INFO | Start notifying admins for IoT-Test
2024-03-30 16:59:26 | mitigator | INFO | Mitigating DoS attack.
2024-03-30 16:59:26 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:28 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:28 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:28 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:28 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:28 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:28 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:28 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:29 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 875, in open_session
    return self.open_channel(
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\transport.py", line 1017, in open_channel
    raise e
paramiko.ssh_exception.ChannelException: ChannelException(2, 'Connect failed')
2024-03-30 16:59:30 | Threat_Handler | INFO | Blocking IP address 192.168.224.128
2024-03-30 16:59:30 | Threat_Handler | ERROR | Failed to block IP address 192.168.224.128
Traceback (most recent call last):
  File "c:\Users\User\Documents\GitHub\Network-based-Intrusion-Detection-System-using-Machine-Learning\mitigation\Responder\Mitigater\mitigate.py", line 32, in block_ip
    stdin, stdout, stderr = ssh_client.exec_command(command)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\User\anaconda3\Lib\site-packages\paramiko\client.py", line 510, in exec_command
    chan = self._transport.open_session(timeout=timeout)
